ID|DateObs|TimeObs|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
1|2019-07-11|14:06:36|Mkn501-20190711@140635-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1028.1765|1016.3238|R_Astrodon_2018|2458676.0879166666|180.0|21.1187|2.4254|72.2772|1.0508
2|2019-07-11|14:09:50|Mkn501-20190711@140949-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1028.5097|1016.3752|R_Astrodon_2018|2458676.090162037|180.0|21.2129|2.3854|71.9967|1.0526
3|2019-07-12|13:56:56|Mkn501-20190712@135655-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1028.0374|1018.3617|R_Astrodon_2018|2458677.081203704|180.0|21.4512|2.6061|72.7193|1.0480
4|2019-07-12|14:00:11|Mkn501-20190712@140010-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1028.5680|1018.5089|R_Astrodon_2018|2458677.083460648|180.0|21.4430|2.8611|72.4777|1.0496
5|2019-07-13|13:50:37|Mkn501-20190713@135036-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.7547|1019.5101|R_Astrodon_2018|2458678.0768171297|180.0|21.4180|2.0980|72.8811|1.0470
6|2019-07-13|13:53:52|Mkn501-20190713@135351-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.7421|1019.1907|R_Astrodon_2018|2458678.079074074|180.0|21.4363|2.2075|72.6573|1.0484
7|2019-07-14|14:11:27|Mkn501-20190714@141127-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1021.3903|1021.0717|R_Astrodon_2018|2458679.091284722|180.0|21.4265|2.5321|70.6175|1.0617
8|2019-07-14|14:14:41|Mkn501-20190714@141441-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1021.6277|1021.6354|R_Astrodon_2018|2458679.0935300924|180.0|21.4226|2.5470|70.2385|1.0643
9|2019-07-15|18:01:33|Mkn501-20190715@180132-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1028.3701|1019.0247|R_Astrodon_2018|2458680.251076389|180.0|20.8811|3.1088|28.8924|2.0927
10|2019-07-15|18:04:46|Mkn501-20190715@180446-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1027.7199|1021.7075|R_Astrodon_2018|2458680.2533101854|180.0|20.8895|2.9775|28.2783|2.1353
11|2019-07-16|13:34:40|Mkn501-20190716@133440-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.4837|1022.6114|R_Astrodon_2018|2458681.065740741|180.0|20.9427|3.6496|73.1306|1.0455
12|2019-07-16|13:37:56|Mkn501-20190716@133755-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1027.5089|1022.8932|R_Astrodon_2018|2458681.068009259|180.0|20.9396|3.7378|72.9379|1.0467
13|2019-07-17|15:11:55|Mkn501-20190717@151155-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1029.2124|1011.9333|R_Astrodon_2018|2458682.133275463|180.0|21.3149|5.3991|59.543|1.1647
14|2019-07-17|15:15:10|Mkn501-20190717@151509-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1028.8249|1014.5050|R_Astrodon_2018|2458682.1355324076|180.0|21.1121|5.5337|58.9651|1.1719
15|2019-07-26|13:54:44|Mkn501-20190726@135443-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1029.1481|1013.4847|R_Astrodon_2018|2458691.079675926|180.0|21.1865|2.7457|66.4983|1.0932
16|2019-07-26|13:57:59|Mkn501-20190726@135758-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1029.2425|1014.8075|R_Astrodon_2018|2458691.08193287|180.0|21.0195|2.8235|65.9995|1.0976
17|2019-07-28|14:12:02|Mkn501-20190728@141202-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1032.1039|1009.5268|R_Astrodon_2018|2458693.091689815|180.0|-9999.0000|-9999.0000|62.4314|1.1319
18|2019-07-28|14:37:01|Mkn501-20190728@143655-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1069.5331|821.9331|R_Astrodon_2018|2458693.109039352|180.0|20.6476|3.6199|58.0507|1.1841
19|2019-07-28|14:40:16|Mkn501-20190728@144015-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1069.2378|824.3301|R_Astrodon_2018|2458693.111296296|180.0|19.7817|3.7265|57.4635|1.1920
20|2019-07-29|13:39:30|Mkn501-20190729@133929-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1028.0767|1014.8383|R_Astrodon_2018|2458694.0690972223|180.0|20.8481|4.5215|67.0157|1.0888
21|2019-07-29|13:42:44|Mkn501-20190729@134243-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1027.9226|1016.1777|R_Astrodon_2018|2458694.0713425926|180.0|21.3857|4.4578|66.5294|1.0930
22|2019-07-30|13:14:21|Mkn501-20190730@131420-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.3529|1016.4005|R_Astrodon_2018|2458695.0516319443|180.0|21.4907|2.9417|69.9252|1.0665
23|2019-07-30|13:17:35|Mkn501-20190730@131734-R_Astrodon_2018_calib.fits|Mkn501|16 53 52.20|+39 45 37.0|253.4675|39.7603|1026.1109|1017.2734|R_Astrodon_2018|2458695.053877315|180.0|21.4768|3.2033|69.5181|1.0694
